SRR1942929	SRR1942934	SRR1942956	SRR1942957	SRR1942960	SRR1942961	SRR1942989	SRR1942990
HARLEQUIN_1p13.2b	1	2	0	0	0	2	40	44
HARLEQUIN_1p22.1	0	1	0	0	0	0	0	0
HARLEQUIN_1p33	18	25	13	19	25	18	7	4
HARLEQUIN_1p34.3a	0	0	1	0	0	0	0	0
HARLEQUIN_1p34.3b	0	0	0	0	0	0	0	0
HARLEQUIN_1p35.3	3	6	2	2	2	4	0	2
HARLEQUIN_1p36.33	3	5	1	2	4	3	2	1
HARLEQUIN_1q21.2	0	0	0	0	0	0	0	0
HARLEQUIN_1q24.2	0	0	1	1	1	3	0	0
HARLEQUIN_1q24.3	3	1	0	0	2	1	0	2
HARLEQUIN_1q32.1	4981	6468	2003	2096	4806	3746	1041	1246
HARLEQUIN_1q32.3	4	4	4	2	3	1	3	0
HARLEQUIN_1q41	0	0	0	0	0	0	0	0
HARLEQUIN_1q42.13a	7	9	2	3	7	5	1	1
HARLEQUIN_1q42.13c	9	3	7	13	3	5	2	6
HARLEQUIN_1q44	1	0	0	0	0	0	0	0
HARLEQUIN_20p12.1	37	59	19	20	43	46	10	12
HARLEQUIN_20q13.32	0	0	0	0	0	0	1	0
HARLEQUIN_21q22.3a	3	5	2	1	5	4	6	4
HARLEQUIN_21q22.3b	4	3	40	48	6	7	42	27
HARLEQUIN_2p24.3	332	426	157	188	293	234	96	119
HARLEQUIN_2q12.2	2	1	0	1	4	0	0	2
HARLEQUIN_2q12.3	0	11	6	4	5	9	1	6
HARLEQUIN_2q14.1	0	0	0	0	0	0	1	0
HARLEQUIN_2q21.2	0	0	0	0	0	0	0	0
HARLEQUIN_2q32.1	71	66	34	52	46	50	45	46
HARLEQUIN_2q33.3	0	0	0	0	0	0	0	0
HARLEQUIN_2q34	0	0	0	1	2	0	0	1
HARLEQUIN_3p11.2	8	12	14	18	12	8	9	6
HARLEQUIN_3p12.3	1	8	7	2	11	4	3	10
HARLEQUIN_3p24.3	0	1	0	0	0	2	0	0
HARLEQUIN_3q22.1a	0	1	1	0	0	0	0	0
HARLEQUIN_3q22.1b	0	0	1	3	0	0	0	0
HARLEQUIN_3q22.1c	0	1	1	0	0	0	0	1
HARLEQUIN_3q22.2	1	0	0	0	0	0	0	0
HARLEQUIN_3q26.1	0	1	0	0	0	0	0	0
HARLEQUIN_4p12	0	0	0	0	0	0	0	0
HARLEQUIN_4p14a	0	0	1	0	0	0	0	0
HARLEQUIN_4p14b	7	1	4	2	3	5	4	2
HARLEQUIN_4p15.2	3	9	1	1	4	0	0	0
HARLEQUIN_4q13.2a	0	0	2	0	1	0	0	0
HARLEQUIN_4q13.2b	439	529	221	226	417	286	250	269
HARLEQUIN_4q13.3	180	273	134	154	187	145	84	93
HARLEQUIN_4q22.1a	23	29	28	27	17	11	9	8
HARLEQUIN_4q22.1b	0	0	0	0	0	1	0	0
HARLEQUIN_4q24	0	4	1	0	1	5	2	2
HARLEQUIN_4q26	0	0	0	0	0	0	0	0
HARLEQUIN_4q28.2	0	0	0	0	0	0	2	0
HARLEQUIN_4q32.1	7	6	2	2	0	5	0	4
HARLEQUIN_4q34.1	0	2	0	1	0	0	0	0
HARLEQUIN_5p12a	14	10	8	8	16	9	17	13
HARLEQUIN_5p12b	0	0	0	0	0	0	0	0
HARLEQUIN_5p13.2	0	0	0	0	0	0	0	0
HARLEQUIN_5p14.2	1	0	0	0	1	0	0	0
HARLEQUIN_5q12.3	3	3	0	1	1	2	1	6
HARLEQUIN_5q14.2	216	252	44	46	186	147	40	48
HARLEQUIN_5q31.2	2	2	0	0	0	2	0	1
HARLEQUIN_5q33.3	0	0	0	0	0	0	0	0
HARLEQUIN_5q34a	0	0	3	0	0	0	0	0
HARLEQUIN_5q34b	1	6	0	2	2	0	3	3
HARLEQUIN_6p12.3	9	13	4	13	5	4	35	39
HARLEQUIN_6p21.31	32	37	28	35	24	28	25	18
HARLEQUIN_6p21.33	1184	1551	318	309	1110	906	193	156
HARLEQUIN_6p22.2	0	0	0	1	0	0	0	0
HARLEQUIN_6p25.2	5	5	1	2	3	4	0	2
HARLEQUIN_6q13	0	3	0	1	2	1	1	2
HARLEQUIN_6q21	11	23	6	14	10	12	8	8
HARLEQUIN_6q23.1	0	0	0	0	0	0	0	0
HARLEQUIN_7p14.3	1	2	2	3	2	0	1	0
HARLEQUIN_7p15.3	54	58	16	16	32	40	56	54
HARLEQUIN_7p21.3	1	2	0	0	0	0	1	0
HARLEQUIN_7p22.1	19	23	7	18	19	16	9	7
HARLEQUIN_7q22.1	42	48	17	20	32	42	6	7
HARLEQUIN_7q32.1a	0	0	2	0	0	0	0	0
HARLEQUIN_7q33a	595	804	222	241	582	437	152	159
HARLEQUIN_7q33b	0	0	0	0	0	0	0	0
HARLEQUIN_7q36.1	17	10	4	2	15	5	7	2
HARLEQUIN_8p11.21	7	4	3	1	4	5	3	3
HARLEQUIN_8p21.2	9	12	2	1	10	6	0	1
HARLEQUIN_8q12.1a	0	0	0	0	1	0	1	1
HARLEQUIN_8q12.1b	1	0	0	0	0	0	0	0
HARLEQUIN_8q24.3	0	1	0	1	1	2	0	0
HARLEQUIN_9p21.1	0	0	0	0	0	0	0	0
HARLEQUIN_Xp11.22	0	0	0	0	0	0	0	0
HARLEQUIN_Xp11.23	1	0	0	0	0	0	0	0
HARLEQUIN_Xp22.2	57	87	38	35	54	52	18	23
HARLEQUIN_Xq11.1	0	1	0	0	0	1	2	1
HARLEQUIN_Xq12	0	0	0	0	0	0	0	0
HARLEQUIN_Xq13.3	0	0	0	0	0	0	0	0
HARLEQUIN_Xq23a	7	12	10	12	8	10	21	18
HARLEQUIN_Xq23b	30	37	14	12	22	13	9	9
HARLEQUIN_Xq24	0	0	0	0	0	0	0	0
HARLEQUIN_Yq11.21	0	0	0	0	0	0	0	0
HARLEQUIN_Yq11.221c	0	0	0	0	0	0	0	0
HERV3_11p14.1	5	5	2	2	3	1	1	1
HERV3_11q13.3	11	17	21	41	9	9	6	4
HERV3_14q32.33	85	129	23	23	102	74	8	14
HERV3_16p13.3	18	33	8	7	18	12	4	4
HERV3_19p12e	15	22	1	6	11	15	1	3
HERV3_19p13.3	70	72	14	14	51	47	6	5
HERV3_19q13.42b	99	132	48	65	86	60	29	32
HERV3_19q13.42c	34	40	20	24	28	27	12	13
HERV3_19q13.42d	2	7	0	6	4	1	0	4
HERV3_1p34.3	0	1	0	0	2	1	0	0
HERV3_1q23.3	6	11	1	2	7	5	1	0
HERV3_2q14.3	1	1	1	1	3	1	1	1
HERV3_3q21.3	15	15	7	12	14	11	17	15
HERV3_4p14	0	0	1	0	0	0	1	0
HERV3_4p16.1	24	37	12	18	26	14	3	7
HERV3_4q13.2a	51	71	18	19	52	41	7	8
HERV3_4q13.2b	452	573	143	159	404	287	294	281
HERV3_6q14.3b	0	1	1	0	1	0	0	0
HERV3_7q11.21	148	175	34	31	144	98	25	23
HERV3_7q33	956	1305	355	341	980	776	238	267
HERV3_7q34a	28	50	46	50	29	24	10	9
HERV3_8q11.23	104	142	57	68	84	91	10	22
HERV3_Xq26.3	0	0	0	2	1	0	0	0
HERV30_10q21.1	0	4	0	0	1	3	0	0
HERV30_11q14.2	6	3	4	8	1	3	8	6
HERV30_3q25.2	0	0	0	0	0	1	0	0
HERV30_6q22.31	0	0	1	0	0	0	0	0
HERV30_Xq21.1	0	0	0	0	0	0	0	0
HERV4_13q32.3	131	183	93	112	126	112	37	51
HERV4_19q13.41	49	43	32	37	31	38	25	35
HERV4_19q13.43a	119	137	41	67	101	69	15	29
HERV4_19q13.43b	119	197	51	58	109	93	27	24
HERV4_1q22a	4	3	7	1	3	6	5	5
HERV4_1q22b	93	117	62	51	84	60	107	83
HERV4_20q13.33a	4	6	2	2	7	2	1	1
HERV4_20q13.33b	16	30	7	6	17	6	2	2
HERV4_2q31.1	2	0	2	1	0	3	1	1
HERV4_4q12	0	3	5	1	3	2	19	17
HERV4_4q22.1	46	48	113	118	34	34	64	48
HERV4_5q14.1a	3	1	1	0	1	1	1	1
HERV4_5q14.1b	3	8	1	5	4	3	5	4
HERV4_7q21.13b	0	2	1	2	1	0	0	0
HERV4_8q21.13b	4	3	2	3	4	3	2	1
HERV4_9p21.1	0	0	0	2	1	0	0	0
HERV9_10p11.21	0	0	0	0	0	0	0	0
HERV9_10p12.31	0	0	0	0	0	0	0	0
HERV9_10p13	0	4	5	7	0	3	20	18
HERV9_10q21.1b	53	76	37	38	60	44	42	52
HERV9_10q21.3	0	0	0	0	0	0	0	0
HERV9_10q23.33	73	70	20	33	70	42	20	22
HERV9_11p12	0	0	2	1	1	0	0	0
HERV9_11q21	7	19	4	11	18	8	7	10
HERV9_11q22.1b	0	0	25	17	1	0	1	0
HERV9_11q22.3	22	17	6	5	16	16	18	23
HERV9_12p12.3	0	0	0	0	0	0	0	0
HERV9_12q14.1	0	0	0	0	0	0	0	0
HERV9_12q24.33a	0	0	0	0	0	0	0	0
HERV9_13q31.2	0	0	0	0	0	0	0	0
HERV9_13q33.3	1	0	0	0	0	0	0	0
HERV9_13q34	1	4	0	1	2	3	4	2
HERV9_15q21.1b	0	0	0	0	0	0	0	0
HERV9_17q11.2b	0	2	19	36	0	0	9	9
HERV9_17q22c	0	0	0	0	0	0	0	0
HERV9_18q11.2	1	1	1	2	1	0	1	0
HERV9_19p13.3	1	1	0	0	2	2	0	0
HERV9_1p31.1	210	247	151	212	159	131	498	534
HERV9_1p31.3	0	0	0	0	0	0	0	0
HERV9_1p32.2	0	0	0	0	0	0	0	0
HERV9_1q24.3	1	3	3	0	1	0	0	1
HERV9_1q25.1	0	1	0	0	1	2	2	1
HERV9_2q22.3	0	0	0	0	0	0	0	0
HERV9_2q35b	0	0	1	0	0	0	0	1
HERV9_3p21.2	6	15	2	2	2	5	0	0
HERV9_3p21.31	0	0	0	1	0	0	0	0
HERV9_3p24.3	0	0	0	0	0	0	0	0
HERV9_3q25.1	0	0	18	27	0	0	0	0
HERV9_4q13.1a	0	0	1	0	0	0	0	1
HERV9_4q13.3	0	3	3	1	1	0	0	0
HERV9_4q28.3	0	0	0	0	0	0	0	0
HERV9_4q35.1	0	0	0	0	0	0	0	0
HERV9_5q11.2	17	13	8	21	16	13	4	6
HERV9_5q13.2	16	28	32	41	24	19	104	129
HERV9_5q15	1	2	12	11	0	0	0	2
HERV9_5q22.3	0	0	0	0	0	0	0	0
HERV9_5q23.2	0	0	0	0	0	0	0	0
HERV9_5q23.3	0	0	0	1	0	0	0	0
HERV9_5q31.2	0	2	20	14	2	0	2	2
HERV9_6p22.3	1	3	0	5	1	1	1	2
HERV9_6p24.3	0	0	0	0	0	0	0	0
HERV9_6q12	0	0	0	0	0	0	0	0
HERV9_6q13	0	0	29	27	0	0	11	13
HERV9_6q14.3b	0	0	1	0	0	0	0	0
HERV9_6q22.1	0	0	13	5	0	0	0	0
HERV9_6q25.1	21	26	5	7	27	20	11	11
HERV9_7p11.2	0	0	0	0	0	0	0	0
HERV9_7p12.1	0	0	0	0	0	0	0	1
HERV9_7p14.2	0	0	0	0	0	0	0	2
HERV9_7q21.11	0	0	1	0	0	0	0	0
HERV9_7q21.13	1	3	0	1	0	0	1	0
HERV9_8p11.21	2	3	80	82	1	0	12	12
HERV9_8p11.22	0	0	0	0	0	0	0	0
HERV9_8p21.2	0	0	0	0	0	0	0	1
HERV9_8q11.23b	0	0	1	0	0	1	1	1
HERV9_8q21.3	1	5	0	0	4	5	0	0
HERV9_8q23.1	0	0	0	0	0	1	4	4
HERV9_9p21.3	0	0	0	0	0	0	0	0
HERV9_9q21.33	0	0	0	2	0	0	0	1
HERV9_Xq13.1	0	1	0	0	0	0	0	1
HERV9_Xq22.3b	0	0	2	0	0	0	1	0
HERV9_Xq23a	0	0	1	0	0	0	1	1
HERV9_Xq23b	54	46	19	21	37	18	63	80
HERV9_Xq25	0	0	0	0	0	0	0	0
HERV9_Yp11.2e	0	0	0	0	0	0	0	0
HERV9_Yq11.21	0	0	0	0	0	0	0	0
HERV9_Yq11.221d	0	0	0	0	0	0	0	0
HERV9_Yq11.221j	0	0	0	0	0	0	0	0
HERVE_10p11.21	24	34	50	52	17	14	78	61
HERVE_10p13a	0	1	7	6	0	1	26	27
HERVE_10p13b	2	8	5	11	2	5	17	16
HERVE_11p11.2	0	1	0	1	1	0	0	1
HERVE_11p15.4	43	59	93	69	46	25	142	134
HERVE_11q13.2a	1	0	0	0	0	0	0	1
HERVE_11q13.2b	38	70	74	68	43	33	60	74
HERVE_11q13.2c	0	3	4	5	1	3	5	0
HERVE_11q13.4a	0	0	0	0	0	0	2	0
HERVE_11q13.4b	0	0	1	0	2	0	4	6
HERVE_11q13.4c	49	65	40	56	24	38	42	84
HERVE_11q13.4d	22	25	3	11	26	12	0	0
HERVE_11q13.4e	52	54	14	13	27	27	4	13
HERVE_12p13.31a	10	0	5	6	13	9	1	0
HERVE_12p13.31b	0	0	0	1	0	0	0	0
HERVE_12p13.31c	0	0	0	0	0	0	0	1
HERVE_12q24.32	0	1	2	0	0	0	2	3
HERVE_13q14.11a	456	534	199	230	386	366	115	126
HERVE_13q14.11b	0	0	0	0	0	0	0	0
HERVE_13q14.13a	49	44	14	10	33	30	7	5
HERVE_13q14.13b	12	26	10	12	25	7	1	5
HERVE_13q14.13c	0	0	0	0	0	0	0	0
HERVE_13q21.31a	0	0	0	0	0	0	0	0
HERVE_13q21.31b	0	0	0	0	0	0	0	0
HERVE_14q22.1	0	1	2	1	0	0	6	9
HERVE_16q23.1	0	0	0	0	0	0	0	0
HERVE_17q11.2	25	58	78	68	34	17	81	102
HERVE_19p12	1	0	0	0	0	0	0	0
HERVE_19p13.2	224	251	100	140	192	143	40	46
HERVE_19q12	38	61	7	5	44	33	4	5
HERVE_19q13.41	16	23	11	10	11	11	8	4
HERVE_20p11.21b	255	321	75	85	242	155	140	154
HERVE_2p13.3a	9	12	20	29	13	7	67	48
HERVE_2p13.3b	3	2	14	22	1	2	8	25
HERVE_2q24.1a	0	0	0	0	0	0	0	0
HERVE_2q24.1b	0	0	0	0	0	0	0	0
HERVE_2q37.1	12	18	14	22	14	6	3	6
HERVE_3p12.3b	2	0	0	1	0	1	1	1
HERVE_3p12.3c	0	0	0	0	0	0	0	0
HERVE_3p25.3a	0	1	0	4	0	1	0	0
HERVE_3p25.3b	0	0	6	4	0	0	11	17
HERVE_3q21.2a	0	0	9	5	0	0	6	15
HERVE_3q21.2b	0	0	0	1	0	0	0	0
HERVE_3q21.2c	0	0	0	2	0	0	1	0
HERVE_3q22.1a	1	0	2	0	0	1	0	0
HERVE_3q22.1b	9	11	18	14	12	9	10	13
HERVE_4p16.1a	0	0	0	0	0	0	0	0
HERVE_4p16.1b	0	0	0	1	0	0	0	0
HERVE_4p16.1c	0	0	9	13	0	1	13	18
HERVE_4p16.1d	0	0	0	0	0	0	0	0
HERVE_4p16.1e	0	1	1	0	0	0	0	0
HERVE_4p16.1f	0	0	0	0	0	0	2	0
HERVE_4p16.1g	0	0	0	0	0	0	0	0
HERVE_4p16.3a	0	0	0	0	0	0	0	0
HERVE_4p16.3b	0	1	0	0	0	0	0	0
HERVE_4p16.3c	0	2	2	5	1	0	7	8
HERVE_4q31.22	3	3	0	0	1	0	0	0
HERVE_4q33	1	0	0	1	1	0	2	0
HERVE_5q14.3c	73	90	48	63	72	52	48	45
HERVE_6q15	19	24	12	9	25	17	7	14
HERVE_7p22.1a	0	0	9	2	0	0	3	3
HERVE_7p22.1b	0	1	0	5	0	0	7	5
HERVE_7p22.1c	76	88	79	82	87	47	173	184
HERVE_7q21.3	20	28	11	7	23	10	7	8
HERVE_8p12a	4	2	0	1	2	3	1	2
HERVE_8p23.1b	0	14	0	0	0	0	4	3
HERVE_8p23.1c	0	0	0	0	0	0	0	0
HERVE_8p23.1d	6	0	1	0	6	0	0	0
HERVE_8p23.1e	0	0	0	0	0	0	0	0
HERVE_8p23.1f	0	0	0	0	0	0	0	0
HERVE_8p23.1g	0	0	0	0	0	0	0	4
HERVE_8p23.1h	7	0	6	0	1	0	0	0
HERVE_8p23.1i	3	3	1	1	2	3	2	1
HERVE_8p23.1j	0	0	0	0	0	0	0	1
HERVE_8p23.1k	0	0	0	0	0	0	0	0
HERVE_8p23.1l	0	0	0	0	0	0	0	0
HERVE_8p23.1m	0	0	0	0	0	0	0	0
HERVE_8p23.1n	5	58	2	23	1	39	12	11
HERVE_8p23.1o	0	0	0	0	0	0	0	0
HERVE_8q24.3b	0	0	0	0	0	0	0	0
HERVE_9q22.2a	0	1	0	8	0	4	1	3
HERVE_9q22.2b	0	0	0	0	0	0	0	1
HERVE_9q34.3	1	1	0	2	0	0	1	2
HERVE_Xp11.23	80	80	20	35	87	43	7	7
HERVE_Xq21.32	0	1	0	1	0	1	1	0
HERVEA_12p13.31	0	0	0	0	0	0	2	2
HERVEA_12q21.1	2	13	4	4	4	3	3	1
HERVEA_12q23.1a	6	7	6	1	3	2	5	2
HERVEA_12q23.1b	4	16	5	7	6	0	3	5
HERVEA_14q22.3	1	0	1	0	1	2	2	1
HERVEA_18q21.2	0	0	0	0	0	0	0	0
HERVEA_19p13.11	27	26	8	7	25	20	4	1
HERVEA_19p13.3	0	2	0	0	0	1	0	0
HERVEA_19q13.33	4	9	3	1	5	4	4	2
HERVEA_1p21.1d	24	30	11	12	19	17	7	4
HERVEA_1q31.1	2	2	2	0	2	1	2	0
HERVEA_1q41	5	7	1	0	4	1	4	3
HERVEA_21q22.11	9	10	9	8	9	5	2	9
HERVEA_4p15.1	5	8	0	1	1	3	0	0
HERVEA_4q22.1	8	9	2	1	11	9	0	1
HERVEA_5q35.3	0	2	0	0	0	0	0	0
HERVEA_8p11.21	0	0	1	1	0	0	0	2
HERVEA_8q11.23a	47	50	18	21	40	40	7	12
HERVEA_8q11.23b	350	448	128	132	311	218	68	92
HERVEA_Xp11.21	7	7	4	5	9	9	6	5
HERVEA_Xp11.22	1	2	1	4	0	0	0	1
HERVEA_Xp22.33	0	1	0	1	0	0	0	0
HERVEA_Yq11.221e	0	0	0	0	0	0	0	0
HERVFC1_11p15.4	0	0	0	0	0	0	0	0
HERVFC1_2p11.2	0	0	0	0	0	0	0	0
HERVFC1_7q11.21	32	36	13	8	29	23	9	6
HERVFC1_7q36.2	0	0	1	0	0	0	0	0
HERVFC1_Yq11.222a	0	0	0	0	0	0	0	0
HERVFC1_Yq11.222b	0	0	0	0	0	0	0	0
HERVFH19_2p22.2	8	13	17	14	5	6	17	15
HERVFH19_9q34.11	2	3	3	5	3	1	3	3
HERVFH19_Xq13.1	11	15	7	9	5	4	6	8
HERVFH21_11p15.4	19	34	11	14	13	17	12	22
HERVFH21_14q32.31a	41	56	28	50	44	37	6	15
HERVFH21_14q32.31b	11	15	12	6	18	9	6	1
HERVFH21_16p11.2	13	22	10	9	13	13	10	14
HERVFH21_1p34.3	21	30	1	8	19	19	12	11
HERVFH21_3q25.1	1	0	1	2	2	1	2	2
HERVFH21_7p21.3	0	1	0	1	0	0	0	0
HERVFH21_8q11.21	3	2	1	0	1	2	3	0
HERVFRD_14q11.2	2	2	4	8	0	0	2	1
HERVFRD_20q11.23b	12	14	1	3	9	9	2	1
HERVFRD_2p11.2	35	44	6	6	21	26	4	9
HERVFRD_4p12a	0	1	0	0	0	0	0	0
HERVFRD_4p16.3	8	14	9	5	10	10	2	4
HERVFRD_6p24.2	1	5	0	0	1	2	1	2
HERVFRD_7p15.3	12	19	6	3	15	9	10	24
HERVFRD_9p21.3b	114	143	61	55	113	77	12	20
HERVFRD_9q22.31	0	0	0	0	0	0	0	0
HERVFRD_Xq22.1	4	3	5	4	1	3	4	1
HERVH_10p11.21	2	9	1	4	3	1	0	1
HERVH_10p11.22	1	0	0	0	0	1	1	1
HERVH_10p12.1a	0	0	0	0	0	0	0	0
HERVH_10p12.1b	0	0	0	0	2	1	0	0
HERVH_10p12.1c	3	1	0	2	2	0	0	1
HERVH_10p12.31	0	0	0	0	0	0	0	0
HERVH_10p12.33	0	0	0	0	0	0	0	0
HERVH_10p14a	0	2	0	0	0	0	0	0
HERVH_10p14b	3	0	0	0	0	4	0	1
HERVH_10p15.1	0	1	0	1	2	0	0	1
HERVH_10p15.3a	0	0	0	1	0	0	0	0
HERVH_10p15.3b	0	0	0	0	0	0	0	0
HERVH_10q11.22	0	3	0	0	0	0	0	0
HERVH_10q21.1a	0	3	0	0	0	0	0	0
HERVH_10q21.1b	0	0	0	0	0	0	0	0
HERVH_10q21.1c	0	0	0	0	0	0	0	0
HERVH_10q21.1d	0	0	0	0	0	0	0	0
HERVH_10q21.1e	0	0	0	0	0	0	0	0
HERVH_10q21.1f	0	1	0	0	0	1	0	0
HERVH_10q22.3a	0	0	0	0	0	0	0	0
HERVH_10q22.3b	0	0	0	0	0	0	0	0
HERVH_10q23.2a	0	0	0	0	0	0	0	0
HERVH_10q23.2b	1	3	0	0	0	0	1	0
HERVH_10q23.31a	16	27	8	4	13	11	5	8
HERVH_10q23.31b	0	1	1	0	0	0	0	0
HERVH_10q23.31c	0	0	0	1	0	0	0	0
HERVH_10q23.31d	0	0	0	0	0	0	0	0
HERVH_10q23.32	0	0	0	2	1	0	1	0
HERVH_10q24.1	0	3	0	0	0	1	0	0
HERVH_10q24.2b	0	0	0	0	0	0	0	0
HERVH_10q24.31a	144	191	58	69	155	119	32	32
HERVH_10q24.31b	0	0	0	0	0	0	0	0
HERVH_10q24.33a	0	0	1	0	0	0	0	0
HERVH_10q24.33b	0	0	0	0	0	0	0	0
HERVH_10q25.1a	0	0	0	0	0	0	0	0
HERVH_10q25.1b	0	0	0	0	1	0	0	0
HERVH_10q25.1d	0	0	0	0	0	0	0	0
HERVH_10q25.3	0	0	0	0	0	0	0	0
HERVH_10q26.11	0	0	0	0	0	0	0	0
HERVH_10q26.12	2	0	0	0	1	0	0	0
HERVH_11p12b	0	0	0	0	0	0	0	0
HERVH_11p12c	2	0	0	0	0	0	0	0
HERVH_11p14.1a	0	2	0	1	0	1	0	1
HERVH_11p14.1b	0	0	0	0	0	0	0	0
HERVH_11p14.3a	1	0	0	0	0	0	0	0
HERVH_11p14.3b	0	1	0	1	0	0	0	0
HERVH_11p14.3c	0	0	0	0	0	0	0	0
HERVH_11p14.3d	0	0	0	0	0	0	0	0
HERVH_11p15.1a	0	0	0	1	0	0	5	1
HERVH_11p15.1b	0	0	0	0	0	0	0	0
HERVH_11p15.2	6	6	4	1	5	3	1	0
HERVH_11p15.4a	0	0	0	0	0	0	2	0
HERVH_11p15.4b	0	0	4	2	0	0	0	0
HERVH_11p15.4c	0	1	0	0	0	2	1	0
HERVH_11p15.4d	3	1	0	0	0	0	0	0
HERVH_11p15.4e	0	0	0	0	0	0	0	0
HERVH_11p15.4f	0	0	0	0	0	0	0	0
HERVH_11p15.4g	0	0	0	0	0	0	0	0
HERVH_11p15.4h	0	0	1	1	0	0	0	1
HERVH_11p15.4i	0	0	0	0	0	3	0	0
HERVH_11q12.3	0	1	0	0	0	0	0	0
HERVH_11q13.2a	0	0	0	0	0	0	0	0
HERVH_11q13.2b	0	0	0	0	0	0	0	0
HERVH_11q13.2c	0	0	0	0	0	0	0	0
HERVH_11q13.2d	0	1	1	1	2	0	0	0
HERVH_11q13.2e	3	0	0	0	0	0	1	0
HERVH_11q13.2f	0	0	1	0	0	0	0	0
HERVH_11q13.3a	0	0	0	0	0	0	0	0
HERVH_11q13.3c	0	0	0	0	0	0	0	0
HERVH_11q13.4a	0	0	3	1	0	0	0	0
HERVH_11q13.4b	0	0	0	0	0	0	0	0
HERVH_11q14.1a	0	0	0	0	0	0	0	0
HERVH_11q14.1b	4	3	0	0	1	4	0	0
HERVH_11q14.1c	1	0	0	0	0	0	0	0
HERVH_11q14.1d	0	0	0	0	0	0	0	0
HERVH_11q14.1e	0	0	0	0	0	0	0	0
HERVH_11q14.1f	0	0	1	0	0	0	1	1
HERVH_11q14.1g	0	0	0	0	0	1	0	0
HERVH_11q14.1h	0	0	0	0	0	0	0	0
HERVH_11q14.1i	0	0	0	0	0	0	0	0
HERVH_11q14.2	0	0	0	0	0	0	0	0
HERVH_11q14.3	0	0	0	0	0	0	0	0
HERVH_11q21a	0	0	0	1	2	0	0	0
HERVH_11q21b	0	0	0	0	0	1	0	0
HERVH_11q21c	0	0	0	0	1	0	0	0
HERVH_11q21d	0	1	0	0	0	0	0	1
HERVH_11q21e	0	0	0	0	0	0	0	0
HERVH_11q22.2	1	0	0	0	0	0	0	0
HERVH_11q23.1	0	0	0	0	0	0	0	0
HERVH_11q23.3a	5	14	2	5	14	6	5	8
HERVH_11q23.3b	0	0	0	0	0	0	0	0
HERVH_11q23.3c	0	0	0	0	0	0	0	0
HERVH_11q24.1a	0	0	0	0	0	0	0	0
HERVH_11q24.1b	0	0	0	0	1	0	0	0
HERVH_11q24.1c	19	20	1	2	16	19	1	4
HERVH_11q24.1d	0	0	0	0	1	0	0	0
HERVH_11q24.2a	0	0	0	0	0	0	0	0
HERVH_11q24.2b	0	0	0	0	0	0	0	0
HERVH_11q24.3a	3	3	1	0	4	0	0	0
HERVH_11q24.3b	0	1	0	0	0	1	0	0
HERVH_11q25a	0	0	0	0	0	0	0	0
HERVH_11q25b	0	0	0	0	0	1	0	0
HERVH_12p11.1	0	0	0	0	0	0	0	0
HERVH_12p11.21	0	1	0	0	0	0	0	0
HERVH_12p11.22a	1	1	1	1	0	3	0	0
HERVH_12p11.22b	0	0	0	0	0	0	0	0
HERVH_12p12.1a	0	0	0	0	0	0	0	0
HERVH_12p12.1b	0	0	0	0	0	0	0	1
HERVH_12p12.2a	16	21	7	5	4	13	0	4
HERVH_12p12.2b	71	108	13	18	69	53	16	28
HERVH_12p12.3a	0	0	0	0	0	0	0	0
HERVH_12p12.3b	0	4	0	0	0	0	1	1
HERVH_12p12.3c	0	0	0	0	0	0	0	0
HERVH_12p12.3d	0	0	0	0	0	0	0	0
HERVH_12p12.3e	10	5	0	2	3	6	3	2
HERVH_12p13.1a	0	0	0	0	0	0	0	0
HERVH_12p13.1b	0	0	0	0	0	0	2	0
HERVH_12p13.2a	0	0	0	0	1	0	0	0
HERVH_12p13.2b	1	5	2	0	0	0	1	0
HERVH_12p13.2c	3	3	1	0	0	2	0	0
HERVH_12p13.2d	0	0	0	0	3	0	0	0
HERVH_12p13.31a	0	0	0	0	1	0	0	0
HERVH_12p13.31b	5	4	2	5	8	2	0	0
HERVH_12p13.31c	0	0	0	0	1	0	0	0
HERVH_12p13.31d	0	0	2	3	0	0	0	0
HERVH_12p13.31e	0	0	0	0	0	0	0	0
HERVH_12p13.32	8	6	0	4	8	2	0	2
HERVH_12q12	0	0	0	0	0	0	0	0
HERVH_12q13.11a	0	0	1	1	0	0	0	0
HERVH_12q13.11c	1	0	1	1	0	0	0	0
HERVH_12q13.2a	0	0	0	0	0	0	0	0
HERVH_12q13.2b	0	0	0	0	0	0	0	0
HERVH_12q14.1a	9	11	2	6	9	6	9	4
HERVH_12q14.1b	0	0	1	0	0	0	0	0
HERVH_12q14.1c	0	0	0	0	0	0	0	0
HERVH_12q14.1d	0	0	0	0	0	0	0	0
HERVH_12q14.2	1	1	1	0	1	0	0	0
HERVH_12q15a	2	1	1	0	1	3	0	2
HERVH_12q15b	0	1	0	0	0	0	1	0
HERVH_12q15c	0	0	0	0	0	0	0	0
HERVH_12q21.1a	1	0	0	0	0	0	0	0
HERVH_12q21.1b	0	0	0	0	0	0	0	0
HERVH_12q21.1c	0	0	0	0	0	0	0	0
HERVH_12q21.2a	1	1	0	0	0	0	0	1
HERVH_12q21.2b	10	7	1	1	4	0	0	5
HERVH_12q21.31	0	0	3	0	0	0	0	2
HERVH_12q21.32a	0	0	0	0	0	2	0	0
