Calu3_mock3	Calu3_mock2	Calu3_mock1	Calu3_SARSCoV2_3	Calu3_SARSCoV2_2	Calu3_SARSCoV2_1
HERV9_17q11.2b	0	0	0	2	0	0
HERV9_17q22a	0	0	0	0	0	0
HERV9_17q22b	0	0	0	0	0	0
HERV9_17q22c	0	0	0	0	0	0
HERV9_18q11.2	0	0	0	0	0	0
HERV9_19p13.2	0	0	0	0	0	0
HERV9_19p13.3	0	0	0	0	3	0
HERV9_1p12	0	0	0	0	0	0
HERV9_1p31.1	5	6	23	19	11	19
HERV9_1p31.3	0	0	0	0	0	0
HERV9_1p32.2	0	0	0	0	0	0
HERV9_1p36.23	0	0	0	0	1	0
HERV9_1q24.3	0	0	0	0	0	1
HERV9_1q25.1	0	0	2	0	0	0
HERV9_1q25.3	0	0	0	0	0	0
HERV9_2q14.1	0	0	0	0	0	0
HERV9_2q22.3	0	0	0	0	0	0
HERV9_2q35b	0	0	0	0	0	0
HERV9_3p21.2	0	0	0	0	0	0
HERV9_3p21.31	0	0	0	0	0	0
HERV9_3p24.3	0	0	0	0	0	0
HERV9_3q11.2	0	0	0	0	0	0
HERV9_3q25.1	0	0	0	0	0	0
HERV9_3q26.1	0	0	0	0	0	0
HERV9_4p14	0	0	0	1	0	0
HERV9_4q13.1a	0	0	0	0	0	0
HERV9_4q13.3	0	0	0	0	0	0
HERV9_4q28.3	0	0	0	0	0	0
HERV9_4q35.1	0	0	0	0	0	0
HERV9_5p14.2	0	0	0	0	0	0
HERV9_5p14.3a	0	0	0	0	0	0
HERV9_5p14.3b	0	0	0	0	0	0
HERV9_5q11.2	1	4	12	4	1	6
HERV9_5q13.2	3	2	11	3	3	11
HERV9_5q15	0	0	0	0	2	0
HERV9_5q22.3	0	0	0	0	0	0
HERV9_5q23.2	0	0	0	0	0	0
HERV9_5q23.3	0	0	0	0	0	0
HERV9_5q31.2	0	0	0	3	1	2
HERV9_5q31.3	0	0	0	0	0	1
HERV9_6p21.2	0	0	1	1	1	0
HERV9_6p22.3	0	0	2	1	0	0
HERV9_6p24.3	0	0	0	0	0	0
HERV9_6q12	0	0	0	0	0	0
HERV9_6q13	0	0	0	4	1	2
HERV9_6q14.3a	0	0	0	0	0	0
HERV9_6q14.3b	0	0	0	0	0	0
HERV9_6q22.1	0	0	0	0	0	0
HERV9_6q24.3	0	0	0	0	0	0
HERV9_6q25.1	1	0	2	1	4	4
HERV9_7p11.2	0	0	0	0	0	0
HERV9_7p14.1	0	0	0	0	0	0
HERV9_7p21.1	0	0	0	0	0	0
HERV9_7q11.21	0	0	0	0	0	0
HERV9_7q21.11	0	0	0	0	0	0
HERV9_7q21.13	0	0	0	0	0	0
HERV9_8p11.21	0	0	0	2	2	4
HERV9_8p11.22	0	0	0	0	0	0
HERV9_8p12	0	0	0	0	0	0
HERV9_8p21.2	0	0	0	0	0	0
HERV9_8q11.21a	0	0	0	0	0	0
HERV9_8q11.23a	0	0	0	0	0	0
HERV9_8q11.23b	0	0	0	1	0	0
HERV9_8q21.11a	0	0	0	2	0	0
HERV9_8q21.11b	0	0	0	0	0	0
HERV9_8q21.13	0	0	0	0	0	0
HERV9_8q21.3	2	0	3	2	1	3
HERV9_8q23.1	0	0	0	0	0	0
HERV9_8q24.21	0	0	0	0	0	0
HERV9_9p21.3	0	0	0	0	0	0
HERV9_9q21.33	0	0	0	0	0	0
HERV9_Xq13.1	0	0	0	0	0	0
HERV9_Xq22.3a	0	0	0	0	0	0
HERV9_Xq22.3b	0	0	0	0	0	0
HERV9_Xq23a	0	0	0	0	0	0
HERV9_Xq23b	5	4	10	9	8	14
HERV9_Xq25	0	0	0	0	0	0
HERV9_Yp11.2a	0	0	0	0	0	0
HERV9_Yp11.2b	0	0	0	0	0	0
HERV9_Yp11.2d	0	0	0	0	0	0
HERV9_Yp11.2e	0	0	0	0	0	0
HERV9_Yq11.21	0	0	0	0	0	0
HERV9_Yq11.221a	0	0	0	0	0	0
HERV9_Yq11.221b	0	0	0	0	0	0
HERV9_Yq11.221c	0	0	0	0	0	0
HERV9_Yq11.221d	0	0	0	0	0	0
HERV9_Yq11.221f	0	0	0	0	0	0
HERV9_Yq11.221j	0	0	0	0	0	0
HERV9_Yq11.221l	0	0	0	0	0	0
HERV9_Yq11.221m	0	0	0	0	0	0
HERV9_Yq11.222b	0	0	0	0	0	0
HERV9_Yq11.223b	0	0	0	0	0	0
HERV9_Yq11.23a	0	0	0	0	0	0
HERV9_Yq11.23b	0	0	0	0	0	0
HERVE_10p11.21	0	9	11	21	7	17
HERVE_10p13a	0	0	0	0	0	0
HERVE_10p13b	0	4	0	4	3	1
HERVE_10p13c	0	0	0	0	0	2
HERVE_11p11.2	0	0	0	0	0	0
HERVE_11p15.4	4	19	46	87	52	90
HERVE_11q13.2a	0	0	0	0	0	0
HERVE_11q13.2b	8	13	9	25	19	24
HERVE_11q13.2c	0	0	1	0	1	1
HERVE_11q13.4a	0	0	0	1	0	0
HERVE_11q13.4b	0	0	0	0	0	0
HERVE_11q13.4c	12	11	19	30	9	36
HERVE_11q13.4d	0	0	3	0	0	0
HERVE_11q13.4e	1	0	5	3	1	1
HERVE_12p13.31a	3	5	21	3	0	15
HERVE_12p13.31b	0	0	0	0	0	0
HERVE_12p13.31c	0	0	1	0	0	3
HERVE_12q13.13	0	0	0	0	1	0
HERVE_13q14.11a	36	82	180	94	44	70
HERVE_13q14.11b	0	0	0	0	0	0
HERVE_13q14.13a	2	4	14	4	2	8
HERVE_13q14.13b	0	2	2	1	3	1
HERVE_13q14.13c	0	0	0	0	0	0
HERVE_13q21.31a	0	0	0	0	0	0
HERVE_13q21.31b	0	0	0	0	0	0
HERVE_14q22.1	0	0	0	0	0	0
HERVE_16q23.1	0	0	0	0	0	0
HERVE_17q11.2	5	4	16	17	13	19
HERVE_19p12	0	0	0	0	0	0
HERVE_19p13.2	10	14	57	36	12	20
HERVE_19q12	27	20	46	33	29	31
HERVE_19q13.41	0	0	6	5	6	7
HERVE_1p36.12	41	59	162	77	49	111
HERVE_20p11.21b	52	70	144	91	48	92
HERVE_2p13.3a	0	0	5	3	0	11
HERVE_2p13.3b	1	0	14	4	0	3
HERVE_2q24.1a	0	0	0	0	0	0
HERVE_2q24.1b	0	0	0	0	0	0
HERVE_2q24.1c	0	0	0	2	0	0
HERVE_2q37.1	17	14	42	107	84	115
HERVE_3p12.3a	1	1	1	2	0	3
HERVE_3p12.3b	0	0	0	0	0	0
HERVE_3p12.3c	0	0	0	0	0	0
HERVE_3p25.3a	0	0	0	0	0	2
HERVE_3p25.3b	0	0	0	0	0	0
HERVE_3p26.3	0	0	0	1	0	5
HERVE_3q21.2a	0	1	0	0	0	6
HERVE_3q21.2b	0	0	0	0	0	0
HERVE_3q21.2c	0	0	0	0	0	0
HERVE_3q22.1a	0	0	0	0	0	0
HERVE_3q22.1b	0	2	1	8	2	5
HERVE_4p16.1a	0	0	0	0	0	0
HERVE_4p16.1b	0	0	0	0	0	0
HERVE_4p16.1c	0	0	0	0	1	2
HERVE_4p16.1d	0	0	0	0	0	0
HERVE_4p16.1e	0	0	0	0	0	0
HERVE_4p16.1f	0	0	0	0	0	0
HERVE_4p16.1g	0	0	0	0	0	0
HERVE_4p16.3a	0	0	0	0	0	0
HERVE_4p16.3b	0	0	0	0	0	0
HERVE_4p16.3c	0	0	0	0	0	1
HERVE_4q31.22	0	2	0	0	2	0
HERVE_4q33	0	0	1	0	0	0
HERVE_5q14.3a	0	1	0	0	0	0
HERVE_5q14.3c	6	14	34	19	9	24
HERVE_7p22.1a	0	0	2	0	0	1
HERVE_7p22.1b	0	0	0	0	1	0
HERVE_7p22.1c	0	16	25	64	52	72
HERVE_7q21.3	0	0	7	1	0	3
HERVE_7q36.1	0	0	0	0	0	0
HERVE_8p12a	0	0	0	0	0	0
HERVE_8p12b	0	0	0	0	0	0
HERVE_8p23.1b	0	0	7	0	0	0
HERVE_8p23.1c	0	0	0	0	0	0
HERVE_8p23.1d	1	0	0	0	0	0
HERVE_8p23.1e	0	0	0	4	0	0
HERVE_8p23.1f	0	0	0	0	0	0
HERVE_8p23.1g	0	0	0	0	1	2
HERVE_8p23.1h	2	0	15	2	1	0
HERVE_8p23.1i	0	0	13	0	0	1
HERVE_8p23.1j	0	0	0	0	0	0
HERVE_8p23.1l	0	0	0	0	0	0
HERVE_8p23.1m	0	0	0	0	0	0
HERVE_8p23.1n	0	5	0	4	0	18
HERVE_8p23.1o	0	0	0	0	0	0
HERVE_8p23.1p	0	0	0	0	0	0
HERVE_8q24.3a	0	0	0	0	0	0
HERVE_8q24.3b	0	0	0	0	0	2
HERVE_9q22.2a	0	0	3	0	0	0
HERVE_9q22.2b	0	0	0	0	0	0
HERVE_9q34.3	0	0	2	0	0	2
HERVE_Xp11.23	6	20	40	21	2	20
HERVE_Xq21.32	0	0	0	0	0	0
HERVE_Yp11.2c	0	0	0	0	0	0
HERVE_Yq11.223	0	0	0	0	0	0
HERVEA_10q23.1	0	0	0	0	0	0
HERVEA_11q12.2	0	0	0	0	0	0
HERVEA_12p13.31	0	0	0	0	0	0
HERVEA_12q23.1a	0	0	0	0	0	0
HERVEA_12q23.1b	0	0	0	1	0	0
HERVEA_13q21.32	0	0	0	0	0	0
HERVEA_15q21.3	0	0	1	0	0	0
HERVEA_17q22	0	0	0	0	0	0
HERVEA_18q21.2	0	0	0	0	0	0
HERVEA_19p12b	0	0	0	0	0	0
HERVEA_19p13.11	3	10	22	15	9	19
HERVEA_19p13.2	0	0	0	0	0	0
HERVEA_19p13.3	1	0	0	1	0	0
HERVEA_19q13.33	1	1	3	9	5	1
HERVEA_1p21.1a	0	0	0	0	0	0
HERVEA_1p21.1b	0	0	0	0	0	0
HERVEA_1p21.1d	2	7	19	4	1	10
HERVEA_1q31.1	0	0	3	25	3	15
HERVEA_21q22.11	0	3	2	2	8	3
HERVEA_3p12.3	0	0	0	0	0	0
HERVEA_3p24.3a	0	0	0	0	0	0
HERVEA_3p24.3b	0	0	0	1	0	0
HERVEA_3q25.32	1	0	2	2	0	4
HERVEA_4p15.1	0	0	0	0	0	0
HERVEA_4q22.1	1	8	6	1	0	3
HERVEA_4q28.3	0	0	0	0	0	0
HERVEA_5q13.1	0	0	0	0	0	0
HERVEA_5q35.3	0	0	0	0	0	0
HERVEA_6q22.31	0	0	0	0	0	0
HERVEA_8p11.21	0	0	0	0	0	0
HERVEA_8q11.23a	7	3	21	7	10	9
HERVEA_8q11.23b	11	5	42	40	14	35
HERVEA_Xp11.21	0	5	4	3	1	2
HERVEA_Xp11.22	1	0	0	0	0	0
HERVEA_Xp22.33	0	0	1	0	0	1
HERVEA_Xq21.32	0	0	0	0	0	0
HERVEA_Xq27.2	0	0	0	0	0	0
HERVEA_Xq28	0	0	0	0	0	0
HERVEA_Yp11.2c	0	0	0	0	0	0
HERVEA_Yq11.221a	0	0	0	0	0	0
HERVEA_Yq11.221e	0	0	0	0	0	0
HERVFC1_11p15.4	0	0	0	0	0	0
HERVFC1_2p11.2	0	0	0	0	0	0
HERVFC1_7q11.21	11	4	24	16	3	11
HERVFC1_7q36.2	0	0	0	0	0	0
HERVFC1_Yq11.222a	0	0	0	0	0	0
HERVFC1_Yq11.222b	0	0	0	0	0	0
HERVFC2_11p15.4	0	0	0	0	0	0
HERVFH19_13q33.1	0	0	0	0	2	0
HERVFH19_13q34	0	0	0	0	0	0
HERVFH19_1p36.23b	0	0	0	0	0	0
HERVFH19_2p22.2	1	0	4	6	2	9
HERVFH19_2q37.3	0	0	0	2	0	0
HERVFH19_4q21.23	0	0	0	0	0	0
HERVFH19_7q32.2	0	0	0	0	0	0
HERVFH19_Xp11.3b	0	0	0	0	0	0
HERVFH19_Xq13.1	0	0	4	0	0	2
HERVFH21_11p15.4	3	3	10	11	4	4
HERVFH21_14q32.31a	0	0	5	10	0	4
HERVFH21_16p11.2	4	4	17	4	7	12
HERVFH21_19p12	0	0	2	0	0	0
HERVFH21_19q11	0	0	0	0	0	0
HERVFH21_1p34.3	1	2	9	0	4	2
HERVFH21_2p15	0	0	0	0	0	0
HERVFH21_3q25.1	0	0	0	0	1	0
HERVFH21_7q11.21	0	0	0	0	0	1
HERVFH21_8q11.21	0	0	0	1	0	3
HERVFRD_11p15.4	0	0	0	0	0	1
HERVFRD_13q31.1	0	0	0	0	0	0
HERVFRD_18p11.23	1	0	3	1	0	1
HERVFRD_19q13.41	0	0	0	0	0	0
HERVFRD_1p33	0	0	0	0	0	0
HERVFRD_21q22.3	0	0	0	2	0	0
HERVFRD_2p11.2	4	4	19	15	9	10
HERVFRD_2p12a	0	0	1	0	0	0
HERVFRD_6p24.2	0	0	1	0	1	1
HERVFRD_7p15.3	0	0	4	0	2	0
HERVFRD_9p21.3b	4	5	24	20	3	12
HERVFRD_Xq22.1	0	1	0	0	0	0
HERVFRD_Yp11.2b	0	0	0	0	0	0
HERVH_10p11.21	0	0	0	0	0	1
HERVH_10p11.22	0	0	0	0	0	0
HERVH_10p12.1a	0	0	0	0	0	0
HERVH_10p12.1b	0	0	0	0	0	0
HERVH_10p12.1c	1	1	1	0	0	0
HERVH_10p12.31	0	0	0	0	0	0
HERVH_10p12.33	0	0	0	0	0	0
HERVH_10p14a	0	0	0	0	0	0
HERVH_10p14b	0	0	0	0	0	0
HERVH_10p15.1	0	0	0	0	0	0
HERVH_10p15.3a	0	0	0	0	0	0
HERVH_10p15.3b	0	0	0	0	0	0
HERVH_10q11.22	0	0	0	0	0	0
HERVH_10q21.1a	0	0	0	0	0	0
HERVH_10q21.1b	0	0	0	0	0	0
HERVH_10q21.1c	0	0	0	0	0	0
HERVH_10q21.1d	0	0	0	0	0	0
HERVH_10q21.1e	0	0	0	0	0	0
HERVH_10q21.1f	0	0	0	0	0	0
HERVH_10q22.3a	0	0	0	0	0	0
HERVH_10q22.3b	0	0	0	0	0	0
HERVH_10q23.1	0	0	0	0	0	0
HERVH_10q23.2a	0	0	0	0	0	0
HERVH_10q23.2b	0	0	0	0	0	0
HERVH_10q23.31a	0	5	8	16	7	11
HERVH_10q23.31b	0	0	0	0	0	0
HERVH_10q23.31c	0	0	0	0	0	0
HERVH_10q23.31d	0	0	0	0	0	0
HERVH_10q23.32	0	0	0	1	1	0
HERVH_10q24.1	0	0	0	0	0	0
HERVH_10q24.2a	0	0	0	0	0	2
HERVH_10q24.2b	0	0	0	0	0	0
HERVH_10q24.31a	31	68	138	91	64	88
HERVH_10q24.31b	0	0	0	0	0	0
HERVH_10q24.33a	0	0	0	0	0	0
HERVH_10q24.33b	0	0	0	0	0	0
HERVH_10q25.1a	0	0	0	0	0	0
HERVH_10q25.1b	0	0	0	0	0	0
HERVH_10q25.1c	0	0	0	0	0	0
HERVH_10q25.1d	0	0	0	0	0	0
HERVH_10q25.3	0	0	0	0	0	0
HERVH_10q26.11	0	0	0	0	0	0
HERVH_10q26.12	0	0	0	0	0	1
HERVH_11p11.12	0	0	0	0	0	0
HERVH_11p12a	0	0	0	0	0	0
HERVH_11p12b	0	0	0	0	0	0
HERVH_11p12c	0	0	0	0	0	0
HERVH_11p14.1a	0	0	0	0	0	0
HERVH_11p14.1b	0	0	0	0	0	0
HERVH_11p14.1c	0	0	0	0	0	0
HERVH_11p14.3a	0	0	0	0	0	0
HERVH_11p14.3b	0	0	0	0	0	0
HERVH_11p14.3c	0	0	0	0	0	0
HERVH_11p14.3d	0	0	0	0	0	0
HERVH_11p15.1a	0	0	0	0	0	0
HERVH_11p15.1b	0	0	0	0	0	0
HERVH_11p15.2	0	0	0	0	0	0
HERVH_11p15.4a	0	0	0	0	0	0
HERVH_11p15.4b	0	0	0	0	0	0
HERVH_11p15.4c	0	0	0	0	0	0
HERVH_11p15.4d	0	0	0	0	0	0
HERVH_11p15.4e	0	0	0	0	0	0
HERVH_11p15.4f	0	0	0	0	0	0
HERVH_11p15.4g	0	0	0	0	0	0
HERVH_11p15.4h	0	0	0	0	0	0
HERVH_11p15.4i	0	0	0	0	0	0
HERVH_11q11	0	0	0	0	0	0
HERVH_11q12.3	0	0	0	0	0	0
HERVH_11q13.2a	0	0	0	0	0	0
HERVH_11q13.2b	0	0	0	0	0	0
HERVH_11q13.2c	0	0	0	0	0	0
HERVH_11q13.2d	0	0	0	0	0	0
HERVH_11q13.2e	0	0	0	0	0	0
HERVH_11q13.2f	0	0	0	0	0	0
HERVH_11q13.3a	0	0	0	0	0	0
HERVH_11q13.3c	0	0	0	0	0	0
HERVH_11q13.4a	0	0	0	0	0	0
HERVH_11q13.4b	0	0	0	0	0	0
HERVH_11q14.1a	0	0	0	0	0	1
HERVH_11q14.1b	18	53	105	28	12	17
HERVH_11q14.1c	0	0	0	0	0	0
HERVH_11q14.1d	0	0	0	0	0	0
HERVH_11q14.1e	0	0	0	0	0	0
HERVH_11q14.1f	0	0	0	0	0	0
HERVH_11q14.1g	0	0	0	0	0	0
HERVH_11q14.1h	0	0	0	0	0	0
HERVH_11q14.1i	0	0	0	1	0	0
HERVH_11q14.2	0	0	0	0	0	0
HERVH_11q14.3	0	0	0	0	0	0
HERVH_11q21a	0	0	1	0	0	0
HERVH_11q21b	0	0	0	0	0	0
HERVH_11q21c	0	0	0	0	0	0
HERVH_11q21d	0	0	0	0	0	0
HERVH_11q21e	0	0	0	0	0	0
HERVH_11q22.2	0	0	0	0	2	0
HERVH_11q23.1	0	0	0	0	0	0
HERVH_11q23.3a	4	1	0	5	0	5
HERVH_11q23.3b	0	0	0	0	0	0
HERVH_11q23.3c	0	0	0	0	0	0
HERVH_11q24.1a	0	0	0	0	0	0
HERVH_11q24.1b	0	0	0	0	0	0
HERVH_11q24.1c	1	2	4	0	0	0
HERVH_11q24.1d	0	0	0	0	0	0
HERVH_11q24.2a	0	0	0	0	0	0
HERVH_11q24.2b	0	0	0	0	0	0
HERVH_11q24.3a	0	0	0	0	0	0
HERVH_11q24.3b	0	0	0	0	0	0
HERVH_11q25a	0	0	0	0	0	0
HERVH_11q25b	0	0	0	0	0	0
HERVH_12p11.1	0	0	0	0	0	0
HERVH_12p11.21	0	0	0	0	0	1
HERVH_12p11.22a	2	1	0	2	0	2
HERVH_12p11.22b	0	0	0	0	0	0
HERVH_12p12.1a	0	0	0	0	0	0
HERVH_12p12.1b	0	0	0	0	0	0
HERVH_12p12.2a	0	2	1	0	0	1
HERVH_12p12.2b	1	5	19	16	12	19
HERVH_12p12.3a	0	0	0	0	0	0
HERVH_12p12.3b	0	0	0	0	0	0
HERVH_12p12.3c	0	0	0	0	0	0
HERVH_12p12.3d	0	0	0	0	0	0
HERVH_12p12.3e	0	0	0	0	0	0
HERVH_12p13.1a	0	0	0	0	0	0
HERVH_12p13.1b	0	0	0	0	0	0
HERVH_12p13.2a	0	0	0	0	0	0
HERVH_12p13.2b	0	0	0	0	0	0
HERVH_12p13.2c	0	0	0	0	0	0
HERVH_12p13.2d	0	0	0	0	0	0
HERVH_12p13.31a	0	0	0	0	0	0
HERVH_12p13.31b	2	0	4	0	0	3
HERVH_12p13.31c	0	0	0	0	0	0
HERVH_12p13.31d	0	0	0	0	0	0
HERVH_12p13.31e	0	0	0	0	0	0
HERVH_12p13.32	0	0	0	0	0	0
HERVH_12q12	0	0	0	0	0	0
HERVH_12q13.11a	0	0	0	0	0	0
HERVH_12q13.11b	0	0	0	0	0	0
HERVH_12q13.11c	0	0	1	0	0	0
HERVH_12q13.2a	0	0	0	0	0	0
HERVH_12q13.2b	0	0	0	0	0	0
HERVH_12q14.1a	0	0	0	0	0	0
HERVH_12q14.1b	0	0	0	0	0	0
HERVH_12q14.1c	0	0	0	0	0	0
HERVH_12q14.1d	0	0	0	0	0	0
HERVH_12q14.2	0	0	0	0	0	2
HERVH_12q15a	0	0	0	0	0	0
HERVH_12q15b	0	0	0	0	0	0
HERVH_12q15c	0	0	0	0	0	0
HERVH_12q21.1a	0	0	0	0	0	0
HERVH_12q21.1b	0	0	0	0	0	0
HERVH_12q21.1c	0	0	0	0	0	0
HERVH_12q21.2a	0	0	0	1	0	0
HERVH_12q21.2b	0	0	0	0	2	0
HERVH_12q21.31	0	0	0	0	0	0
HERVH_12q21.32a	0	0	0	0	0	0
HERVH_12q21.32b	0	0	0	0	0	0
HERVH_12q21.32c	0	0	0	0	0	1
HERVH_12q22	0	0	3	0	0	1
HERVH_12q23.1	0	0	0	0	0	0
HERVH_12q23.2	0	0	0	0	0	0
HERVH_12q24.11	0	0	0	0	0	0
HERVH_12q24.21	0	0	0	0	0	0
HERVH_12q24.32	0	0	0	0	0	1
HERVH_12q24.33a	0	0	0	0	0	0
HERVH_12q24.33b	1	0	1	3	1	1
HERVH_13q13.2	0	0	0	0	0	0
HERVH_13q13.3a	0	0	0	0	0	0
HERVH_13q13.3b	0	0	0	0	0	3
HERVH_13q14.11a	0	0	0	0	6	2
HERVH_13q14.11b	11	8	43	56	18	50
HERVH_13q14.2a	0	2	11	2	4	4
HERVH_13q14.2b	0	0	0	1	0	0
HERVH_13q14.3a	0	0	0	0	0	1
HERVH_13q14.3b	0	0	0	0	0	0
HERVH_13q14.3c	0	0	0	0	0	0
HERVH_13q14.3d	0	0	0	0	0	0
HERVH_13q21.1a	0	0	0	0	0	0
HERVH_13q21.1b	0	0	0	0	0	0
HERVH_13q21.1c	0	0	0	0	0	0
HERVH_13q21.1d	0	0	0	0	0	0
HERVH_13q21.2a	0	0	0	0	0	0
HERVH_13q21.2b	0	0	0	0	0	0
HERVH_13q21.31	0	0	0	0	0	0
HERVH_13q21.32a	0	0	0	0	0	0
HERVH_13q21.32b	0	0	0	0	0	0
HERVH_13q22.3	0	0	0	0	0	0
HERVH_13q31.1a	0	0	0	0	0	0
HERVH_13q31.1b	0	0	0	0	0	0
HERVH_13q31.1c	0	0	0	0	0	0
HERVH_13q31.1d	0	0	0	0	0	0
HERVH_13q31.1e	0	0	0	0	0	0
HERVH_13q31.2a	0	0	0	0	0	0
HERVH_13q31.2b	0	0	0	0	0	0
HERVH_13q31.3a	0	0	0	0	0	0
HERVH_13q31.3b	0	0	0	0	0	0
HERVH_13q32.2	0	0	0	0	0	0
HERVH_13q33.2	0	0	0	0	0	0
HERVH_13q33.3	77	80	262	560	243	523
HERVH_14q11.2a	5	4	8	6	3	5
HERVH_14q11.2b	0	0	0	0	0	0
HERVH_14q12b	0	0	0	0	0	0
HERVH_14q12c	0	0	0	0	0	0
HERVH_14q13.1	0	0	0	0	0	0
HERVH_14q21.1a	0	0	0	0	0	0
HERVH_14q21.1b	0	0	0	0	0	0
HERVH_14q21.2a	0	0	0	0	0	0
HERVH_14q21.2b	0	0	0	0	0	0
HERVH_14q21.2c	0	0	0	0	0	0
HERVH_14q21.3a	0	0	0	0	0	0
HERVH_14q21.3b	0	0	0	0	0	0
HERVH_14q21.3c	0	0	0	0	0	0
HERVH_14q22.1a	0	0	3	2	2	0
HERVH_14q22.1b	0	0	0	0	0	0
HERVH_14q23.1a	0	0	0	0	0	0
HERVH_14q23.1b	0	0	0	0	0	0
HERVH_14q24.2a	0	0	0	0	0	0
HERVH_14q24.2b	0	0	0	0	0	0
HERVH_14q24.2c	0	2	0	1	0	0
HERVH_14q24.3a	0	2	2	0	4	0
HERVH_14q24.3b	0	0	0	0	0	0
HERVH_14q31.1	0	0	0	0	0	0
HERVH_14q31.3a	0	0	0	0	0	0
HERVH_14q31.3b	0	0	0	0	0	0
HERVH_14q31.3c	0	0	0	0	0	0
HERVH_14q31.3d	0	0	0	0	0	0
HERVH_14q32.12a	10	3	4	7	0	5
HERVH_14q32.12b	0	0	0	0	0	0
HERVH_14q32.12c	0	0	0	0	0	0
HERVH_14q32.2a	0	0	0	0	0	0
HERVH_14q32.2b	0	0	0	0	0	0
HERVH_14q32.2c	0	0	0	0	0	0
HERVH_14q32.31a	0	0	0	0	0	0
HERVH_14q32.31b	0	3	0	2	2	1
HERVH_14q32.31c	0	0	0	0	0	0
HERVH_15q11.2	0	0	0	0	0	0
HERVH_15q14a	0	0	0	0	0	0
HERVH_15q14b	0	0	0	0	0	0
HERVH_15q14c	0	0	0	0	0	0
HERVH_15q15.1a	0	0	0	0	0	0
HERVH_15q15.1b	0	0	0	0	0	0
HERVH_15q15.2	0	0	0	2	0	0
HERVH_15q21.2	0	0	0	0	0	0
HERVH_15q21.3a	0	0	0	0	0	0
HERVH_15q21.3b	0	0	0	0	0	0
HERVH_15q24.1	0	0	0	0	0	0
HERVH_15q25.2	2	3	8	6	4	6
HERVH_15q25.3a	0	0	0	0	0	0
HERVH_15q25.3b	0	0	0	0	0	0
HERVH_15q26.1a	0	0	0	0	0	0
HERVH_15q26.1b	0	0	0	0	0	0
HERVH_15q26.1c	0	0	0	0	0	0
HERVH_15q26.1d	0	0	0	0	0	0
HERVH_15q26.2a	0	0	0	0	0	0
HERVH_15q26.2b	0	0	0	0	0	0
HERVH_15q26.3a	0	0	0	0	0	2
HERVH_15q26.3b	12	8	42	44	21	39
HERVH_16p11.1	0	0	0	0	0	0
HERVH_16p11.2	1	0	7	4	1	4
HERVH_16p12.3	0	0	2	4	0	6
HERVH_16p13.12	0	0	1	0	0	0
HERVH_16p13.2a	0	0	0	0	0	0
HERVH_16p13.2b	0	0	0	0	0	0
HERVH_16p13.2c	0	0	0	0	0	0
HERVH_16p13.2e	15	20	24	16	7	18
HERVH_16q12.1a	0	0	0	0	0	0
HERVH_16q12.1b	0	0	0	0	0	0
HERVH_16q21a	0	0	0	0	0	0
HERVH_16q21b	0	0	0	0	0	0
HERVH_16q21c	0	0	0	0	0	0
HERVH_16q21d	0	0	0	0	0	0
HERVH_16q21e	0	0	0	0	0	0
HERVH_16q22.1	0	0	0	0	0	0
HERVH_16q24.1a	0	0	0	0	0	0
HERVH_16q24.1b	3	1	1	0	0	0
HERVH_17p11.2	0	0	0	0	0	0
HERVH_17p12	0	0	1	0	0	0
HERVH_17p13.1	0	0	0	0	0	0
HERVH_17q11.2	0	0	0	2	0	0
HERVH_17q12	0	0	0	0	0	0
HERVH_17q22a	0	0	0	0	0	0
HERVH_17q22b	0	0	0	0	0	0
HERVH_17q24.2	0	0	0	0	0	0
HERVH_17q25.1a	0	0	0	0	0	0
HERVH_17q25.1b	0	2	0	4	0	10
HERVH_17q25.1c	0	6	1	8	5	7
HERVH_17q25.3	3	5	11	15	14	9
HERVH_18p11.22	0	0	0	0	0	0
HERVH_18q11.2	0	0	0	0	0	1
HERVH_18q12.1a	0	0	0	0	0	0
HERVH_18q12.1b	0	0	0	0	0	0
HERVH_18q12.1c	0	0	0	0	0	0
HERVH_18q12.1d	0	0	0	0	0	0
HERVH_18q12.2a	0	0	0	0	0	0
HERVH_18q12.2b	0	0	0	0	0	0
HERVH_18q12.2c	0	0	0	0	0	0
HERVH_18q12.3a	0	0	0	0	0	0
HERVH_18q12.3b	0	0	0	0	0	0
HERVH_18q12.3c	0	0	0	0	0	0
HERVH_18q12.3d	0	0	0	0	0	0
HERVH_18q21.2	0	0	0	0	0	0
HERVH_18q21.31a	0	0	0	0	0	0
HERVH_18q21.31b	0	0	0	0	0	0
HERVH_18q21.32	0	0	0	0	0	0
HERVH_18q22.1	0	0	0	0	0	0
HERVH_18q22.3a	0	3	16	5	0	3
HERVH_18q22.3b	0	0	2	3	1	0
HERVH_19p12a	0	0	0	0	0	0
HERVH_19p12b	0	0	0	0	0	0
HERVH_19p12c	0	0	0	0	0	0
HERVH_19p12d	0	0	0	0	0	0
HERVH_19p12e	0	0	0	0	0	0
HERVH_19p12f	0	0	0	0	0	0
HERVH_19p12g	0	0	0	0	0	0
HERVH_19p12h	0	0	0	0	0	0
HERVH_19p12i	0	0	0	0	0	0
HERVH_19p12k	0	0	0	0	0	0
HERVH_19p13.11	0	0	0	0	0	0
HERVH_19p13.12	1127	1634	4702	1697	913	1844
